Instance_name,frameTime,GoldStandard,time,FM1 ,FM2 ,FM3 ,FF1 ,FF2 ,FF3
train_4,0.0,-0.003912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.04,-0.003912,0.04,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.08,-0.003912,0.08,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.12,-0.003912,0.12,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.16,-0.003912,0.16,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.2,-0.003912,0.2,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.24,-0.003912,0.24,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.28,-0.003912,0.28,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.32,-0.003912,0.32,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.36,-0.003912,0.36,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.4,-0.003912,0.4,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.44,-0.003912,0.44,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.48,-0.003912,0.48,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.52,-0.003912,0.52,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.56,-0.003912,0.56,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.6,-0.003912,0.6,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.64,-0.010579,0.64,0.0,0.0,0.0,-0.04,0.0,0.0
train_4,0.68,-0.010579,0.68,0.0,0.0,0.0,-0.04,0.0,0.0
train_4,0.72,-0.010579,0.72,0.0,0.0,0.0,-0.04,0.0,0.0
train_4,0.76,-0.010579,0.76,0.0,0.0,0.0,-0.04,0.0,0.0
train_4,0.8,-0.010579,0.8,0.0,0.0,0.0,-0.04,0.0,0.0
train_4,0.84,-0.010579,0.84,0.0,0.0,0.0,-0.04,0.0,0.0
train_4,0.88,-0.010579,0.88,0.0,0.0,0.0,-0.04,0.0,0.0
train_4,0.92,-0.010579,0.92,0.0,0.0,0.0,-0.04,0.0,0.0
train_4,0.96,-0.007245399999999999,0.96,0.0,0.01,0.0,-0.03,0.0,0.0
train_4,1.0,-0.0055787,1.0,0.0,0.01,0.0,-0.02,0.0,0.0
train_4,1.04,-0.003912,1.04,0.0,0.01,0.0,-0.01,0.0,0.0
train_4,1.08,-0.003912,1.08,0.0,0.01,0.0,-0.01,0.0,0.0
train_4,1.12,-0.0022454000000000003,1.12,0.0,0.02,0.0,-0.01,0.0,0.0
train_4,1.16,-0.0022454000000000003,1.16,0.0,0.02,0.0,-0.01,0.0,0.0
train_4,1.2,-0.0022454000000000003,1.2,0.0,0.02,0.0,-0.01,0.0,0.0
train_4,1.24,-0.0022454000000000003,1.24,0.0,0.02,0.0,-0.01,0.0,0.0
train_4,1.28,-0.0022454000000000003,1.28,0.0,0.02,0.0,-0.01,0.0,0.0
train_4,1.32,-0.0022454000000000003,1.32,0.0,0.02,0.0,-0.01,0.0,0.0
train_4,1.36,-0.0022454000000000003,1.36,0.0,0.02,0.0,-0.01,0.0,0.0
train_4,1.4,-0.0022454000000000003,1.4,0.0,0.02,0.0,-0.01,0.0,0.0
train_4,1.44,-0.0022454000000000003,1.44,0.0,0.02,0.0,-0.01,0.0,0.0
train_4,1.48,-0.0005787000000000001,1.48,0.0,0.03,0.0,-0.01,0.0,0.0
train_4,1.52,-0.0005787000000000001,1.52,0.0,0.03,0.0,-0.01,0.0,0.0
train_4,1.56,-0.0005787000000000001,1.56,0.0,0.03,0.0,-0.01,0.0,0.0
train_4,1.6,-0.0005787000000000001,1.6,0.0,0.03,0.0,-0.01,0.0,0.0
train_4,1.64,-0.0005787000000000001,1.64,0.0,0.03,0.0,-0.01,0.0,0.0
train_4,1.68,-0.0005787000000000001,1.68,0.0,0.03,0.0,-0.01,0.0,0.0
train_4,1.72,-0.0005787000000000001,1.72,0.0,0.03,0.0,-0.01,0.0,0.0
train_4,1.76,-0.0005787000000000001,1.76,0.0,0.03,0.0,-0.01,0.0,0.0
train_4,1.8,-0.0005787000000000001,1.8,0.0,0.03,0.0,-0.01,0.0,0.0
train_4,1.84,-0.0005787000000000001,1.84,0.0,0.03,0.0,-0.01,0.0,0.0
train_4,1.88,-0.0005787000000000001,1.88,0.0,0.03,0.0,-0.01,0.0,0.0
train_4,1.92,0.001088,1.92,0.0,0.03,0.0,-0.01,0.0,0.01
train_4,1.96,0.0027546,1.96,0.0,0.03,0.0,0.0,0.0,0.01
train_4,2.0,0.0044213,2.0,0.0,0.03,0.0,0.0,0.0,0.02
train_4,2.04,0.0060880000000000005,2.04,0.0,0.03,0.0,0.01,0.0,0.02
train_4,2.08,0.0060880000000000005,2.08,0.0,0.03,0.0,0.01,0.0,0.02
train_4,2.12,-0.008912,2.12,0.0,0.03,-0.09,0.01,0.0,0.02
train_4,2.16,-0.008912,2.16,0.0,0.03,-0.09,0.01,0.0,0.02
train_4,2.2,-0.007245399999999999,2.2,0.0,0.03,-0.1,0.03,0.0,0.02
train_4,2.24,-0.007245399999999999,2.24,0.0,0.03,-0.11,0.04,0.0,0.02
train_4,2.28,-0.0055787,2.28,0.0,0.03,-0.11,0.05,0.0,0.02
train_4,2.32,-0.007245399999999999,2.32,0.0,0.01,-0.12,0.07,0.0,0.02
train_4,2.36,-0.0022454000000000003,2.36,0.0,-0.01,-0.12,0.08,0.04,0.02
train_4,2.4,0.0044213,2.4,0.0,-0.01,-0.12,0.1,0.05,0.03
train_4,2.44,0.0027546,2.44,0.0,-0.01,-0.13,0.1,0.05,0.03
train_4,2.48,0.0027546,2.48,0.0,-0.02,-0.13,0.1,0.06,0.03
train_4,2.52,0.0044213,2.52,0.0,-0.02,-0.14,0.1,0.08,0.03
train_4,2.56,0.0044213,2.56,0.0,-0.03,-0.14,0.1,0.09,0.03
train_4,2.6,0.0027546,2.6,0.0,-0.05,-0.14,0.1,0.09,0.04
train_4,2.64,0.001088,2.64,0.0,-0.07,-0.14,0.1,0.1,0.04
train_4,2.68,0.0044213,2.68,0.0,-0.07,-0.14,0.1,0.11,0.05
train_4,2.72,0.0044213,2.72,0.0,-0.08,-0.15,0.1,0.12,0.06
train_4,2.76,0.0060880000000000005,2.76,0.0,-0.09,-0.15,0.1,0.14,0.06
train_4,2.8,0.0060880000000000005,2.8,0.0,-0.1,-0.15,0.1,0.14,0.07
train_4,2.84,0.0044213,2.84,0.0,-0.12,-0.15,0.1,0.15,0.07
train_4,2.88,0.0044213,2.88,0.0,-0.13,-0.15,0.1,0.16,0.07
train_4,2.92,0.0044213,2.92,0.0,-0.13,-0.15,0.1,0.16,0.07
train_4,2.96,0.0044213,2.96,0.0,-0.13,-0.15,0.1,0.16,0.07
train_4,3.0,0.0027546,3.0,0.0,-0.14,-0.15,0.1,0.16,0.07
train_4,3.04,0.001088,3.04,0.0,-0.15,-0.15,0.1,0.16,0.07
train_4,3.08,0.001088,3.08,0.0,-0.15,-0.15,0.1,0.16,0.07
train_4,3.12,-0.0005787000000000001,3.12,0.0,-0.16,-0.15,0.1,0.15,0.08
train_4,3.16,-0.007245399999999999,3.16,0.0,-0.16,-0.15,0.1,0.11,0.08
train_4,3.2,-0.012245,3.2,0.0,-0.16,-0.15,0.1,0.08,0.08
train_4,3.24,-0.013912,3.24,0.0,-0.16,-0.15,0.1,0.06,0.09
train_4,3.28,-0.015578999999999999,3.28,0.0,-0.16,-0.15,0.1,0.05,0.09
train_4,3.32,-0.015578999999999999,3.32,0.0,-0.16,-0.15,0.1,0.05,0.09
train_4,3.36,-0.015578999999999999,3.36,0.0,-0.16,-0.15,0.1,0.05,0.09
