Instance_name,frameTime,GoldStandard,time,FM1 ,FM2 ,FM3 ,FF1 ,FF2 ,FF3
train_7,0.0,-0.0025136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.04,-0.0025136,0.04,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.08,-0.0025136,0.08,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.12,-0.0025136,0.12,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.16,-0.0025136,0.16,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.2,-0.0025136,0.2,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.24,-0.0025136,0.24,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.28,-0.0025136,0.28,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.32,-0.0025136,0.32,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.36,-0.0025136,0.36,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.4,-0.0025136,0.4,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.44,-0.0025136,0.44,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.48,-0.0025136,0.48,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.52,-0.0025136,0.52,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.56,-0.0025136,0.56,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.6,-0.0025136,0.6,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.64,-0.0025136,0.64,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.68,-0.0025136,0.68,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.72,-0.0025136,0.72,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.76,-0.0025136,0.76,0.0,0.0,0.0,0.0,0.0,0.0
train_7,0.8,0.0024864,0.8,0.0,0.0,0.03,0.0,0.0,0.0
train_7,0.84,0.0024864,0.84,0.0,0.0,0.03,0.0,0.0,0.0
train_7,0.88,0.0024864,0.88,0.0,0.0,0.03,0.0,0.0,0.0
train_7,0.92,0.004153100000000001,0.92,0.0,0.0,0.04,0.0,0.0,0.0
train_7,0.96,0.0024864,0.96,0.0,0.0,0.03,0.0,0.0,0.0
train_7,1.0,0.00081975,1.0,0.0,0.0,0.02,0.0,0.0,0.0
train_7,1.04,0.00081975,1.04,0.0,0.0,0.02,0.0,0.0,0.0
train_7,1.08,0.00081975,1.08,0.0,0.0,0.02,0.0,0.0,0.0
train_7,1.12,0.00081975,1.12,0.0,0.0,0.02,0.0,0.0,0.0
train_7,1.16,0.00081975,1.16,0.0,0.0,0.02,0.0,0.0,0.0
train_7,1.2,0.00081975,1.2,0.0,0.0,0.02,0.0,0.0,0.0
train_7,1.24,0.00081975,1.24,0.0,0.0,0.02,0.0,0.0,0.0
train_7,1.28,0.0024864,1.28,0.0,0.01,0.02,0.0,0.0,0.0
train_7,1.32,0.004153100000000001,1.32,0.0,0.02,0.02,0.0,0.0,0.0
train_7,1.36,0.007486399999999999,1.36,0.0,0.04,0.02,0.0,0.0,0.0
train_7,1.4,0.01082,1.4,0.0,0.06,0.02,0.0,0.0,0.0
train_7,1.44,0.0091531,1.44,0.0,0.06,0.01,0.0,0.0,0.0
train_7,1.48,0.0091531,1.48,0.0,0.06,0.01,0.0,0.0,0.0
train_7,1.52,0.01082,1.52,0.0,0.06,0.01,0.01,0.0,0.0
train_7,1.56,0.014153,1.56,0.0,0.06,0.01,0.01,0.0,0.02
train_7,1.6,0.017486,1.6,0.0,0.06,0.01,0.03,0.0,0.02
train_7,1.64,0.022486000000000003,1.64,0.0,0.07,0.01,0.05,0.0,0.02
train_7,1.68,0.024153,1.68,0.0,0.07,0.01,0.06,0.0,0.02
train_7,1.72,0.024153,1.72,0.0,0.07,0.01,0.06,0.0,0.02
train_7,1.76,0.024153,1.76,0.0,0.07,0.01,0.06,0.0,0.02
train_7,1.8,0.024153,1.8,0.0,0.07,0.01,0.06,0.0,0.02
train_7,1.84,0.027486,1.84,0.0,0.07,0.02,0.07,0.0,0.02
train_7,1.88,0.029153,1.88,0.0,0.08,0.02,0.07,0.0,0.02
train_7,1.92,0.032486,1.92,0.0,0.09,0.02,0.08,0.0,0.02
train_7,1.96,0.034152999999999996,1.96,0.0,0.09,0.02,0.09,0.0,0.02
train_7,2.0,0.037486,2.0,0.0,0.09,0.03,0.1,0.0,0.02
train_7,2.04,0.047486,2.04,0.0,0.1,0.06,0.12,0.0,0.02
train_7,2.08,0.057486,2.08,0.0,0.12,0.09,0.13,0.0,0.02
train_7,2.12,0.067486,2.12,0.0,0.14,0.11,0.15,0.0,0.02
train_7,2.16,0.07582,2.16,0.0,0.15,0.12,0.18,0.0,0.02
train_7,2.2,0.08082,2.2,0.0,0.15,0.12,0.21,0.0,0.02
train_7,2.24,0.08748600000000001,2.24,0.0,0.15,0.13,0.24,0.0,0.02
train_7,2.28,0.09082,2.28,0.0,0.15,0.13,0.26,0.0,0.02
train_7,2.32,0.094153,2.32,0.0,0.15,0.14,0.27,0.0,0.02
train_7,2.36,0.09582,2.36,0.0,0.16,0.14,0.27,0.0,0.02
train_7,2.4,0.10249000000000001,2.4,0.0,0.17,0.15,0.28,0.0,0.03
train_7,2.44,0.10915,2.44,0.0,0.18,0.16,0.3,0.0,0.03
train_7,2.48,0.11749000000000001,2.48,0.0,0.2,0.18,0.31,0.0,0.03
train_7,2.52,0.12582000000000002,2.52,0.0,0.23,0.19,0.32,0.0,0.03
train_7,2.56,0.13749,2.56,0.0,0.27,0.21,0.33,0.0,0.03
train_7,2.6,0.14915,2.6,0.0,0.31,0.23,0.33,0.0,0.04
train_7,2.64,0.15582000000000001,2.64,0.0,0.31,0.24,0.33,0.0,0.07
train_7,2.68,0.16415,2.68,0.0,0.32,0.25,0.33,0.0,0.1
train_7,2.72,0.17915,2.72,0.0,0.33,0.29,0.33,0.0,0.14
train_7,2.76,0.18915,2.76,0.0,0.34,0.3,0.33,0.0,0.18
train_7,2.8,0.19915,2.8,0.0,0.34,0.31,0.33,0.0,0.23
train_7,2.84,0.20915,2.84,0.0,0.34,0.31,0.33,0.0,0.29
train_7,2.88,0.21581999999999998,2.88,0.0,0.34,0.31,0.33,0.0,0.33
train_7,2.92,0.22415,2.92,0.0,0.35,0.31,0.33,0.0,0.37
train_7,2.96,0.22749,2.96,0.0,0.35,0.31,0.33,0.0,0.39
train_7,3.0,0.22749,3.0,0.0,0.35,0.31,0.33,0.0,0.39
train_7,3.04,0.22915,3.04,0.0,0.36,0.31,0.33,0.0,0.39
train_7,3.08,0.23749,3.08,0.0,0.41,0.31,0.33,0.0,0.39
train_7,3.12,0.24249,3.12,0.0,0.44,0.31,0.33,0.0,0.39
train_7,3.16,0.24915,3.16,0.0,0.48,0.31,0.33,0.0,0.39
train_7,3.2,0.25249,3.2,0.0,0.5,0.31,0.33,0.0,0.39
train_7,3.24,0.25582,3.24,0.01,0.51,0.31,0.33,0.0,0.39
train_7,3.28,0.25749,3.28,0.01,0.52,0.31,0.33,0.0,0.39
train_7,3.32,0.25749,3.32,0.01,0.52,0.31,0.33,0.0,0.39
train_7,3.36,0.25915,3.36,0.02,0.52,0.31,0.33,0.0,0.39
train_7,3.4,0.25915,3.4,0.02,0.52,0.31,0.33,0.0,0.39
train_7,3.44,0.26082,3.44,0.03,0.52,0.31,0.33,0.0,0.39
train_7,3.48,0.26415,3.48,0.05,0.52,0.31,0.33,0.0,0.39
train_7,3.52,0.26749,3.52,0.07,0.52,0.31,0.33,0.0,0.39
train_7,3.56,0.28581999999999996,3.56,0.19,0.52,0.31,0.33,0.0,0.38
