Instance_name,frameTime,GoldStandard,time,FM1 ,FM2 ,FM3 ,FF1 ,FF2 ,FF3
train_8,0.0,-0.014869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.04,-0.014869,0.04,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.08,-0.014869,0.08,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.12,-0.014869,0.12,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.16,-0.014869,0.16,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.2,-0.014869,0.2,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.24,-0.014869,0.24,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.28,-0.014869,0.28,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.32,-0.014869,0.32,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.36,-0.014869,0.36,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.4,-0.014869,0.4,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.44,-0.014869,0.44,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.48,-0.014869,0.48,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.52,-0.014869,0.52,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.56,-0.014869,0.56,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.6,-0.014869,0.6,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.64,-0.014869,0.64,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.68,-0.014869,0.68,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.72,-0.014869,0.72,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.76,-0.014869,0.76,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.8,-0.014869,0.8,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.84,-0.014869,0.84,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.88,-0.014869,0.88,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.92,-0.014869,0.92,0.0,0.0,0.0,0.0,0.0,0.0
train_8,0.96,-0.014869,0.96,0.0,0.0,0.0,0.0,0.0,0.0
train_8,1.0,-0.014869,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train_8,1.04,-0.013202,1.04,0.0,0.0,0.0,0.0,0.01,0.0
train_8,1.08,-0.0098691,1.08,0.0,0.0,0.0,0.0,0.03,0.0
train_8,1.12,-0.0098691,1.12,0.0,0.0,0.0,0.0,0.03,0.0
train_8,1.16,-0.0082024,1.16,0.0,0.0,0.0,0.0,0.04,0.0
train_8,1.2,-0.0082024,1.2,0.0,0.0,0.0,0.0,0.04,0.0
train_8,1.24,-0.0065358000000000005,1.24,0.0,0.0,0.0,0.0,0.05,0.0
train_8,1.28,0.00013089,1.28,0.0,0.0,0.0,0.01,0.08,0.0
train_8,1.32,0.0034641999999999997,1.32,0.0,0.0,0.0,0.02,0.09,0.0
train_8,1.36,0.008464200000000002,1.36,0.0,0.0,0.0,0.02,0.12,0.0
train_8,1.4,0.013463999999999999,1.4,0.0,-0.0,0.0,0.02,0.15,0.0
train_8,1.44,0.016798,1.44,0.0,-0.0,0.0,0.02,0.17,0.0
train_8,1.48,0.021797999999999998,1.48,0.0,-0.0,0.0,0.02,0.2,0.0
train_8,1.52,0.026798000000000002,1.52,0.0,-0.0,0.0,0.02,0.23,0.0
train_8,1.56,0.028464,1.56,0.0,-0.0,0.0,0.02,0.24,0.0
train_8,1.6,0.030131,1.6,0.0,-0.0,0.0,0.02,0.25,0.0
train_8,1.64,0.033464,1.64,0.0,-0.01,0.0,0.02,0.28,0.0
train_8,1.68,0.035131,1.68,0.0,-0.01,0.0,0.02,0.29,0.0
train_8,1.72,0.035131,1.72,0.0,-0.01,0.0,0.02,0.29,0.0
train_8,1.76,0.035131,1.76,0.0,-0.01,0.0,0.02,0.29,0.0
train_8,1.8,0.038464,1.8,0.0,-0.01,0.02,0.02,0.29,0.0
train_8,1.84,0.036798000000000004,1.84,0.0,-0.01,0.02,0.02,0.28,0.0
train_8,1.88,0.035131,1.88,0.0,-0.01,0.02,0.02,0.27,0.0
train_8,1.92,0.035131,1.92,0.0,-0.01,0.03,0.02,0.26,0.0
train_8,1.96,0.033464,1.96,0.0,-0.01,0.04,0.02,0.24,0.0
train_8,2.0,0.035131,2.0,0.0,-0.01,0.06,0.02,0.23,0.0
train_8,2.04,0.033464,2.04,0.01,-0.01,0.06,0.02,0.21,0.0
train_8,2.08,0.033464,2.08,0.01,-0.01,0.06,0.02,0.21,0.0
train_8,2.12,0.031798,2.12,0.01,-0.01,0.07,0.02,0.19,0.0
train_8,2.16,0.028464,2.16,0.01,-0.01,0.07,0.02,0.17,0.0
train_8,2.2,0.026798000000000002,2.2,0.01,-0.01,0.08,0.02,0.15,0.0
train_8,2.24,0.025131,2.24,0.01,-0.01,0.1,0.02,0.12,0.0
train_8,2.28,0.015131,2.28,0.01,-0.01,0.12,0.02,0.04,0.0
train_8,2.32,0.016798,2.32,0.01,-0.01,0.15,0.03,0.01,0.0
train_8,2.36,0.021797999999999998,2.36,0.02,-0.01,0.17,0.03,0.01,0.0
train_8,2.4,0.021797999999999998,2.4,0.02,-0.01,0.17,0.03,0.01,0.0
train_8,2.44,0.025131,2.44,0.02,-0.01,0.19,0.03,0.01,0.0
train_8,2.48,0.033464,2.48,0.02,-0.01,0.21,0.03,0.04,0.0
train_8,2.52,0.045131,2.52,0.02,-0.01,0.23,0.04,0.08,0.0
train_8,2.56,0.053464,2.56,0.03,-0.01,0.24,0.05,0.1,0.0
train_8,2.6,0.05513099999999999,2.6,0.03,-0.01,0.24,0.05,0.11,0.0
train_8,2.64,0.05513099999999999,2.64,0.03,-0.01,0.24,0.05,0.11,0.0
train_8,2.68,0.056798,2.68,0.03,-0.01,0.24,0.05,0.12,0.0
train_8,2.72,0.066798,2.72,0.04,-0.01,0.24,0.06,0.16,0.0
train_8,2.76,0.076798,2.76,0.05,-0.01,0.24,0.07,0.2,0.0
train_8,2.8,0.083464,2.8,0.05,0.0,0.24,0.07,0.23,0.0
train_8,2.84,0.088464,2.84,0.05,0.01,0.24,0.08,0.24,0.0
train_8,2.88,0.091798,2.88,0.06,0.01,0.24,0.08,0.25,0.0
train_8,2.92,0.095131,2.92,0.06,0.02,0.24,0.08,0.26,0.0
train_8,2.96,0.096798,2.96,0.06,0.02,0.24,0.08,0.27,0.0
train_8,3.0,0.1018,3.0,0.07,0.02,0.24,0.08,0.29,0.0
train_8,3.04,0.10013,3.04,0.07,0.02,0.23,0.08,0.29,0.0
train_8,3.08,0.1018,3.08,0.07,0.02,0.23,0.08,0.3,0.0
train_8,3.12,0.1018,3.12,0.07,0.02,0.23,0.08,0.3,0.0
train_8,3.16,0.10346,3.16,0.07,0.02,0.23,0.08,0.3,0.01
train_8,3.2,0.1068,3.2,0.08,0.02,0.23,0.08,0.31,0.01
train_8,3.24,0.11012999999999999,3.24,0.08,0.02,0.23,0.08,0.32,0.02
train_8,3.28,0.12013,3.28,0.09,0.02,0.23,0.08,0.35,0.04
train_8,3.32,0.12513,3.32,0.09,0.02,0.23,0.08,0.38,0.04
train_8,3.36,0.1268,3.36,0.09,0.02,0.23,0.08,0.39,0.04
train_8,3.4,0.13013,3.4,0.09,0.02,0.23,0.08,0.4,0.05
train_8,3.44,0.13513,3.44,0.09,0.02,0.23,0.08,0.42,0.06
train_8,3.48,0.13846,3.48,0.09,0.02,0.23,0.08,0.43,0.07
train_8,3.52,0.1418,3.52,0.09,0.02,0.23,0.08,0.44,0.08
train_8,3.56,0.14346,3.56,0.1,0.02,0.23,0.08,0.44,0.08
train_8,3.6,0.1468,3.6,0.1,0.02,0.23,0.08,0.45,0.09
train_8,3.64,0.14845999999999998,3.64,0.1,0.02,0.23,0.08,0.46,0.09
