Instance_name,frameTime,GoldStandard,time,FM1 ,FM2 ,FM3 ,FF1 ,FF2 ,FF3
train_4,0.0,-0.020594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.04,-0.020594,0.04,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.08,-0.020594,0.08,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.12,-0.020594,0.12,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.16,-0.020594,0.16,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.2,-0.020594,0.2,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.24,-0.020594,0.24,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.28,-0.020594,0.28,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.32,-0.020594,0.32,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.36,-0.020594,0.36,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.4,-0.020594,0.4,0.0,0.0,0.0,0.0,0.0,0.0
train_4,0.44,-0.010594,0.44,0.0,0.0,0.0,0.0,0.06,0.0
train_4,0.48,-0.015594,0.48,0.0,0.0,0.0,0.0,0.03,0.0
train_4,0.52,-0.017261000000000002,0.52,0.0,0.0,0.0,0.0,0.02,0.0
train_4,0.56,-0.015594,0.56,0.0,0.0,0.0,0.0,0.03,0.0
train_4,0.6,-0.013928,0.6,0.0,0.0,0.0,0.0,0.04,0.0
train_4,0.64,-0.007261,0.64,0.0,0.0,0.0,0.0,0.08,0.0
train_4,0.68,-0.00059437,0.68,0.0,0.0,0.0,0.0,0.12,0.0
train_4,0.72,0.002739,0.72,0.0,0.0,0.0,0.0,0.14,0.0
train_4,0.76,0.0060723,0.76,0.0,0.0,0.0,0.0,0.16,0.0
train_4,0.8,0.0094056,0.8,0.0,0.0,0.0,0.0,0.18,0.0
train_4,0.84,0.011072,0.84,0.0,0.0,0.0,0.0,0.19,0.0
train_4,0.88,0.016072,0.88,0.0,0.0,0.0,0.0,0.22,0.0
train_4,0.92,0.026072,0.92,0.0,0.0,0.0,0.0,0.28,0.0
train_4,0.96,0.034406,0.96,0.0,0.0,0.0,0.0,0.33,0.0
train_4,1.0,0.054405999999999996,1.0,0.0,0.0,0.0,0.0,0.33,0.12
train_4,1.04,0.054405999999999996,1.04,0.0,0.0,0.0,0.0,0.33,0.12
train_4,1.08,0.054405999999999996,1.08,0.0,0.0,0.0,0.0,0.33,0.12
