Instance_name,frameTime,GoldStandard,time,FM1 ,FM2 ,FM3 ,FF1 ,FF2 ,FF3
train_5,0.0,-0.020076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.04,-0.020076,0.04,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.08,-0.020076,0.08,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.12,-0.020076,0.12,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.16,-0.020076,0.16,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.2,-0.020076,0.2,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.24,-0.020076,0.24,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.28,-0.020076,0.28,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.32,-0.020076,0.32,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.36,-0.020076,0.36,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.4,-0.020076,0.4,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.44,-0.020076,0.44,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.48,-0.020076,0.48,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.52,-0.020076,0.52,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.56,-0.020076,0.56,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.6,-0.020076,0.6,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.64,-0.020076,0.64,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.68,-0.020076,0.68,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.72,-0.020076,0.72,0.0,0.0,0.0,0.0,0.0,0.0
train_5,0.76,-0.018409000000000002,0.76,0.0,0.0,0.0,0.01,0.0,0.0
train_5,0.8,-0.016742,0.8,0.0,0.0,0.0,0.02,0.0,0.0
train_5,0.84,-0.016742,0.84,0.0,0.0,0.0,0.02,0.0,0.0
train_5,0.88,-0.016742,0.88,0.0,0.0,0.0,0.02,0.0,0.0
train_5,0.92,-0.016742,0.92,0.0,0.0,0.0,0.02,0.0,0.0
train_5,0.96,-0.016742,0.96,0.0,0.0,0.0,0.02,0.0,0.0
train_5,1.0,-0.016742,1.0,0.0,0.0,0.0,0.02,0.0,0.0
train_5,1.04,-0.016742,1.04,0.0,0.0,0.0,0.02,0.0,0.0
train_5,1.08,-0.016742,1.08,0.0,0.0,0.0,0.02,0.0,0.0
train_5,1.12,-0.016742,1.12,0.0,0.0,0.0,0.02,0.0,0.0
train_5,1.16,-0.016742,1.16,0.0,0.0,0.0,0.02,0.0,0.0
train_5,1.2,-0.016742,1.2,0.0,0.0,0.0,0.02,0.0,0.0
train_5,1.24,-0.016742,1.24,0.0,0.0,0.0,0.02,0.0,0.0
train_5,1.28,-0.016742,1.28,0.0,0.0,0.0,0.02,0.0,0.0
train_5,1.32,-0.015075999999999999,1.32,0.0,0.0,0.0,0.03,0.0,0.0
train_5,1.36,-0.015075999999999999,1.36,0.0,0.0,0.0,0.03,0.0,0.0
train_5,1.4,-0.015075999999999999,1.4,0.0,0.0,0.0,0.03,0.0,0.0
train_5,1.44,-0.015075999999999999,1.44,0.0,0.0,0.0,0.03,0.0,0.0
train_5,1.48,-0.015075999999999999,1.48,0.0,0.0,0.0,0.03,0.0,0.0
train_5,1.52,-0.013409,1.52,0.0,0.01,0.0,0.03,0.0,0.0
train_5,1.56,-0.013409,1.56,0.0,0.01,0.0,0.03,0.0,0.0
train_5,1.6,-0.013409,1.6,0.0,0.01,0.0,0.03,0.0,0.0
train_5,1.64,-0.013409,1.64,0.0,0.01,0.0,0.03,0.0,0.0
train_5,1.68,-0.013409,1.68,0.0,0.01,0.0,0.03,0.0,0.0
train_5,1.72,-0.013409,1.72,0.0,0.01,0.0,0.03,0.0,0.0
train_5,1.76,-0.010076,1.76,0.0,0.01,0.02,0.03,0.0,0.0
train_5,1.8,-0.0067423000000000005,1.8,0.0,0.02,0.02,0.03,0.0,0.01
train_5,1.84,-0.0067423000000000005,1.84,0.0,0.02,0.02,0.03,0.0,0.01
train_5,1.88,-0.0050757,1.88,0.0,0.02,0.03,0.03,0.0,0.01
train_5,1.92,-0.0050757,1.92,0.0,0.02,0.03,0.03,0.0,0.01
train_5,1.96,-0.0050757,1.96,0.0,0.02,0.03,0.03,0.0,0.01
train_5,2.0,-0.003409,2.0,0.0,0.02,0.03,0.03,0.01,0.01
train_5,2.04,-7.565600000000001e-05,2.04,0.0,0.02,0.03,0.03,0.03,0.01
train_5,2.08,0.0032576999999999997,2.08,0.0,0.02,0.03,0.03,0.05,0.01
