Instance_name,frameTime,GoldStandard,time,FM1 ,FM2 ,FM3 ,FF1 ,FF2 ,FF3
train_2,0.0,0.011747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.04,0.011747,0.04,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.08,0.011747,0.08,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.12,0.011747,0.12,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.16,0.011747,0.16,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.2,0.011747,0.2,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.24,0.011747,0.24,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.28,0.011747,0.28,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.32,0.011747,0.32,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.36,0.011747,0.36,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.4,0.011747,0.4,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.44,0.011747,0.44,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.48,0.011747,0.48,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.52,0.011747,0.52,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.56,0.011747,0.56,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.6,0.011747,0.6,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.64,0.011747,0.64,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.68,0.011747,0.68,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.72,0.011747,0.72,0.0,0.0,0.0,0.0,0.0,0.0
train_2,0.76,0.015080000000000001,0.76,0.0,0.0,0.02,0.0,0.0,0.0
train_2,0.8,0.016747,0.8,0.0,0.0,0.03,0.0,0.0,0.0
train_2,0.84,0.018414,0.84,0.0,0.0,0.04,0.0,0.0,0.0
train_2,0.88,0.018414,0.88,0.0,0.0,0.04,0.0,0.0,0.0
train_2,0.92,0.018414,0.92,0.0,0.0,0.04,0.0,0.0,0.0
train_2,0.96,0.02508,0.96,0.0,0.0,0.04,0.0,0.0,0.04
train_2,1.0,0.026747000000000003,1.0,0.0,0.0,0.04,0.0,0.0,0.05
train_2,1.04,0.026747000000000003,1.04,0.0,0.0,0.04,0.0,0.0,0.05
train_2,1.08,0.02508,1.08,0.0,-0.01,0.04,0.0,0.0,0.05
train_2,1.12,0.021747,1.12,0.0,-0.01,0.02,0.0,0.0,0.05
train_2,1.16,0.021747,1.16,0.0,-0.01,0.02,0.0,0.0,0.05
train_2,1.2,0.021747,1.2,0.0,-0.01,0.02,0.0,0.0,0.05
train_2,1.24,0.021747,1.24,0.0,-0.01,0.02,0.0,0.0,0.05
train_2,1.28,0.02008,1.28,0.0,-0.01,0.01,0.0,0.0,0.05
train_2,1.32,0.02008,1.32,0.0,-0.01,0.01,0.0,0.0,0.05
train_2,1.36,0.02008,1.36,0.0,-0.01,0.01,0.0,0.0,0.05
train_2,1.4,0.021747,1.4,0.0,-0.0,0.01,0.0,0.0,0.05
train_2,1.44,0.02008,1.44,0.0,-0.0,0.0,0.0,0.0,0.05
train_2,1.48,0.02008,1.48,0.0,0.0,0.0,0.0,0.0,0.05
train_2,1.52,0.023413999999999997,1.52,0.0,0.01,0.0,0.0,0.0,0.06
train_2,1.56,0.023413999999999997,1.56,0.0,0.01,0.0,0.0,0.0,0.06
train_2,1.6,0.023413999999999997,1.6,0.0,0.01,0.0,0.0,0.0,0.06
train_2,1.64,0.023413999999999997,1.64,0.0,0.01,0.0,0.0,0.0,0.06
train_2,1.68,0.02508,1.68,0.0,0.02,0.0,0.0,0.0,0.06
train_2,1.72,0.026747000000000003,1.72,0.0,0.03,0.0,0.0,0.0,0.06
train_2,1.76,0.031747000000000004,1.76,0.0,0.05,0.0,0.0,0.0,0.07
train_2,1.8,0.033414,1.8,0.0,0.05,0.0,0.0,0.0,0.08
train_2,1.84,0.03508,1.84,0.0,0.06,0.0,0.0,0.0,0.08
train_2,1.88,0.036747,1.88,0.0,0.07,0.0,0.0,0.0,0.08
train_2,1.92,0.036747,1.92,0.0,0.07,0.0,0.0,0.0,0.08
train_2,1.96,0.040080000000000005,1.96,0.0,0.09,0.0,0.0,0.0,0.08
train_2,2.0,0.040080000000000005,2.0,0.0,0.09,0.0,0.0,0.0,0.08
train_2,2.04,0.041747,2.04,0.0,0.1,0.0,0.0,0.0,0.08
train_2,2.08,0.046747000000000004,2.08,0.0,0.11,0.02,0.0,0.0,0.08
train_2,2.12,0.060079999999999995,2.12,0.0,0.16,0.04,0.0,0.0,0.09
train_2,2.16,0.073414,2.16,0.0,0.21,0.07,0.0,0.0,0.09
train_2,2.2,0.08507999999999999,2.2,0.0,0.23,0.11,0.0,0.0,0.1
train_2,2.24,0.098414,2.24,0.0,0.26,0.15,0.0,0.0,0.11
train_2,2.28,0.11008,2.28,0.0,0.32,0.16,0.0,0.0,0.11
train_2,2.32,0.11840999999999999,2.32,0.0,0.37,0.16,0.0,0.0,0.11
train_2,2.36,0.14508,2.36,0.0,0.51,0.17,0.0,0.0,0.12
train_2,2.4,0.15508,2.4,0.0,0.56,0.17,0.01,0.0,0.12
train_2,2.44,0.15675,2.44,0.0,0.56,0.17,0.01,0.0,0.13
train_2,2.48,0.16008,2.48,0.0,0.56,0.17,0.03,0.0,0.13
train_2,2.52,0.15841,2.52,0.0,0.55,0.17,0.03,0.0,0.13
train_2,2.56,0.16341,2.56,0.0,0.55,0.18,0.04,0.0,0.14
train_2,2.6,0.15841,2.6,0.0,0.52,0.18,0.04,0.0,0.14
train_2,2.64,0.15175,2.64,0.0,0.46,0.18,0.05,0.0,0.15
train_2,2.68,0.15175,2.68,0.0,0.43,0.18,0.06,0.0,0.17
train_2,2.72,0.14508,2.72,0.0,0.39,0.18,0.06,0.0,0.17
train_2,2.76,0.14007999999999998,2.76,0.0,0.35,0.18,0.06,0.0,0.18
train_2,2.8,0.14175,2.8,0.0,0.34,0.18,0.06,0.0,0.2
train_2,2.84,0.13675,2.84,0.0,0.3,0.18,0.06,0.0,0.21
train_2,2.88,0.13175,2.88,0.0,0.26,0.18,0.06,0.0,0.22
train_2,2.92,0.13008,2.92,0.0,0.25,0.18,0.06,0.0,0.22
train_2,2.96,0.13175,2.96,0.01,0.24,0.18,0.06,0.0,0.23
train_2,3.0,0.13008,3.0,0.01,0.23,0.18,0.06,0.0,0.23
train_2,3.04,0.13008,3.04,0.01,0.22,0.18,0.06,0.0,0.24
train_2,3.08,0.13175,3.08,0.01,0.22,0.18,0.06,0.0,0.25
train_2,3.12,0.13341,3.12,0.01,0.22,0.18,0.06,0.0,0.26
train_2,3.16,0.13508,3.16,0.01,0.22,0.18,0.06,0.0,0.27
train_2,3.2,0.13675,3.2,0.01,0.22,0.18,0.06,0.0,0.28
train_2,3.24,0.13675,3.24,0.01,0.22,0.18,0.06,0.0,0.28
train_2,3.28,0.14175,3.28,0.02,0.22,0.2,0.06,0.0,0.28
train_2,3.32,0.14340999999999998,3.32,0.03,0.22,0.2,0.06,0.0,0.28
train_2,3.36,0.14508,3.36,0.03,0.22,0.21,0.06,0.0,0.28
train_2,3.4,0.15008,3.4,0.04,0.23,0.21,0.07,0.0,0.28
train_2,3.44,0.15175,3.44,0.04,0.23,0.22,0.07,0.0,0.28
train_2,3.48,0.15341,3.48,0.05,0.23,0.22,0.07,0.0,0.28
train_2,3.52,0.15675,3.52,0.05,0.23,0.23,0.07,0.0,0.29
train_2,3.56,0.16175,3.56,0.05,0.24,0.23,0.07,0.0,0.31
train_2,3.6,0.17008,3.6,0.06,0.26,0.23,0.07,0.0,0.33
train_2,3.64,0.17175,3.64,0.06,0.27,0.23,0.07,0.0,0.33
train_2,3.68,0.17340999999999998,3.68,0.07,0.27,0.23,0.07,0.0,0.33
train_2,3.72,0.17507999999999999,3.72,0.08,0.27,0.23,0.07,0.0,0.33
train_2,3.76,0.18008,3.76,0.11,0.27,0.23,0.07,0.0,0.33
train_2,3.8,0.18675,3.8,0.15,0.27,0.23,0.07,0.0,0.33
train_2,3.84,0.18675,3.84,0.15,0.27,0.23,0.07,0.0,0.33
train_2,3.88,0.18841,3.88,0.15,0.27,0.24,0.07,0.0,0.33
train_2,3.92,0.18841,3.92,0.15,0.27,0.24,0.07,0.0,0.33
train_2,3.96,0.19175,3.96,0.16,0.27,0.24,0.08,0.0,0.33
train_2,4.0,0.19341,4.0,0.16,0.27,0.25,0.08,0.0,0.33
train_2,4.04,0.19508,4.04,0.16,0.27,0.25,0.09,0.0,0.33
train_2,4.08,0.19675,4.08,0.16,0.27,0.26,0.09,0.0,0.33
train_2,4.12,0.20008,4.12,0.16,0.27,0.27,0.09,0.01,0.33
train_2,4.16,0.20175,4.16,0.16,0.27,0.27,0.1,0.01,0.33
train_2,4.2,0.20340999999999998,4.2,0.16,0.27,0.27,0.1,0.01,0.34
train_2,4.24,0.20508,4.24,0.17,0.27,0.27,0.11,0.01,0.33
train_2,4.28,0.20508,4.28,0.17,0.27,0.26,0.11,0.02,0.33
train_2,4.32,0.20840999999999998,4.32,0.17,0.29,0.26,0.11,0.02,0.33
train_2,4.36,0.21008000000000002,4.36,0.17,0.3,0.26,0.11,0.02,0.33
train_2,4.4,0.21175,4.4,0.17,0.3,0.26,0.11,0.03,0.33
train_2,4.44,0.21341,4.44,0.17,0.3,0.26,0.12,0.03,0.33
train_2,4.48,0.21508000000000002,4.48,0.17,0.3,0.26,0.12,0.04,0.33
train_2,4.52,0.21841,4.52,0.17,0.3,0.26,0.12,0.06,0.33
train_2,4.56,0.22175,4.56,0.17,0.3,0.28,0.12,0.06,0.33
train_2,4.6,0.22341,4.6,0.17,0.3,0.29,0.12,0.07,0.32
train_2,4.64,0.22341,4.64,0.17,0.3,0.29,0.13,0.08,0.3
train_2,4.68,0.22341,4.68,0.17,0.3,0.3,0.13,0.08,0.29
train_2,4.72,0.22508000000000003,4.72,0.18,0.3,0.3,0.13,0.09,0.28
train_2,4.76,0.22675,4.76,0.18,0.3,0.31,0.13,0.1,0.27
train_2,4.8,0.22675,4.8,0.18,0.3,0.31,0.13,0.1,0.27
train_2,4.84,0.22675,4.84,0.18,0.3,0.31,0.13,0.1,0.27
train_2,4.88,0.22675,4.88,0.18,0.3,0.31,0.13,0.1,0.27
train_2,4.92,0.22675,4.92,0.18,0.3,0.31,0.13,0.1,0.27
train_2,4.96,0.22675,4.96,0.18,0.3,0.31,0.13,0.1,0.27
train_2,5.0,0.22675,5.0,0.18,0.3,0.31,0.13,0.1,0.27
train_2,5.04,0.22675,5.04,0.18,0.3,0.31,0.13,0.1,0.27
train_2,5.08,0.22675,5.08,0.18,0.3,0.31,0.13,0.1,0.27
train_2,5.12,0.22675,5.12,0.18,0.3,0.31,0.13,0.1,0.27
