Instance_name,frameTime,GoldStandard,time,FM1 ,FM2 ,FM3 ,FF1 ,FF2 ,FF3
train_1,0.0,-0.019902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.04,-0.019902,0.04,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.08,-0.019902,0.08,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.12,-0.019902,0.12,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.16,-0.019902,0.16,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.2,-0.019902,0.2,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.24,-0.019902,0.24,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.28,-0.019902,0.28,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.32,-0.019902,0.32,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.36,-0.019902,0.36,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.4,-0.019902,0.4,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.44,-0.019902,0.44,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.48,-0.019902,0.48,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.52,-0.019902,0.52,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.56,-0.019902,0.56,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.6,-0.019902,0.6,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.64,-0.019902,0.64,0.0,0.0,0.0,0.0,0.0,0.0
train_1,0.68,-0.018236000000000002,0.68,0.01,0.0,0.0,0.0,0.0,0.0
train_1,0.72,-0.018236000000000002,0.72,0.01,0.0,0.0,0.0,0.0,0.0
train_1,0.76,-0.0032354999999999997,0.76,0.01,0.0,0.09,0.0,0.0,0.0
train_1,0.8,-0.0015689,0.8,0.03,0.0,0.08,0.0,0.0,0.0
train_1,0.84,9.7813e-05,0.84,0.04,0.0,0.08,0.0,0.0,0.0
train_1,0.88,-0.0015689,0.88,0.04,0.0,0.07,0.0,0.0,0.0
train_1,0.92,-0.0032354999999999997,0.92,0.05,0.0,0.05,0.0,0.0,0.0
train_1,0.96,-0.0015689,0.96,0.06,0.0,0.05,0.0,0.0,0.0
train_1,1.0,-0.0032354999999999997,1.0,0.06,0.0,0.04,0.0,0.0,0.0
train_1,1.04,-0.0049022,1.04,0.06,0.0,0.03,0.0,0.0,0.0
train_1,1.08,-0.0015689,1.08,0.07,0.02,0.02,0.0,0.0,0.0
train_1,1.12,9.7813e-05,1.12,0.07,0.04,0.02,0.0,-0.01,0.0
train_1,1.16,-0.0015689,1.16,0.07,0.06,0.0,0.0,-0.02,0.0
train_1,1.2,-0.0015689,1.2,0.07,0.07,-0.01,0.0,-0.02,0.0
train_1,1.24,9.7813e-05,1.24,0.08,0.07,-0.01,0.0,-0.02,0.0
train_1,1.28,0.0034311,1.28,0.08,0.07,-0.01,0.0,-0.01,0.01
train_1,1.32,0.0084311,1.32,0.08,0.07,-0.01,0.0,0.02,0.01
train_1,1.36,0.013431,1.36,0.09,0.07,-0.01,0.0,0.04,0.01
train_1,1.4,0.013431,1.4,0.09,0.07,-0.01,0.0,0.04,0.01
train_1,1.44,0.016763999999999998,1.44,0.1,0.07,-0.01,0.0,0.05,0.01
train_1,1.48,0.016763999999999998,1.48,0.1,0.07,-0.01,0.0,0.05,0.01
train_1,1.52,0.016763999999999998,1.52,0.1,0.07,-0.01,0.0,0.05,0.01
train_1,1.56,0.016763999999999998,1.56,0.1,0.07,-0.01,0.0,0.05,0.01
train_1,1.6,0.016763999999999998,1.6,0.1,0.07,-0.01,0.0,0.05,0.01
train_1,1.64,0.016763999999999998,1.64,0.1,0.07,-0.01,0.0,0.05,0.01
train_1,1.68,0.016763999999999998,1.68,0.1,0.07,-0.01,0.0,0.05,0.01
train_1,1.72,0.018431,1.72,0.1,0.07,-0.01,0.0,0.06,0.01
train_1,1.76,0.018431,1.76,0.1,0.07,-0.01,0.0,0.06,0.01
train_1,1.8,0.020097999999999998,1.8,0.1,0.07,-0.01,0.0,0.07,0.01
train_1,1.84,0.020097999999999998,1.84,0.1,0.07,-0.01,0.0,0.07,0.01
train_1,1.88,0.020097999999999998,1.88,0.1,0.07,-0.01,0.0,0.07,0.01
train_1,1.92,0.021764,1.92,0.1,0.07,-0.01,0.0,0.08,0.01
train_1,1.96,0.025098,1.96,0.1,0.07,-0.01,0.0,0.1,0.01
train_1,2.0,0.026764,2.0,0.1,0.07,-0.01,0.0,0.11,0.01
train_1,2.04,0.028431,2.04,0.1,0.07,-0.01,0.0,0.12,0.01
train_1,2.08,0.030098000000000003,2.08,0.1,0.07,-0.01,0.0,0.13,0.01
train_1,2.12,0.031764,2.12,0.1,0.07,-0.01,0.0,0.14,0.01
train_1,2.16,0.033431,2.16,0.1,0.07,-0.01,0.0,0.15,0.01
train_1,2.2,0.031764,2.2,0.1,0.07,-0.02,0.0,0.15,0.01
train_1,2.24,0.033431,2.24,0.1,0.07,-0.02,0.0,0.16,0.01
train_1,2.28,0.033431,2.28,0.09,0.07,-0.02,0.0,0.17,0.01
train_1,2.32,0.033431,2.32,0.09,0.07,-0.02,0.0,0.17,0.01
train_1,2.36,0.031764,2.36,0.09,0.07,-0.03,0.0,0.17,0.01
train_1,2.4,0.030098000000000003,2.4,0.09,0.07,-0.04,0.0,0.17,0.01
train_1,2.44,0.028431,2.44,0.09,0.07,-0.05,0.0,0.17,0.01
train_1,2.48,0.025098,2.48,0.09,0.07,-0.07,0.0,0.17,0.01
train_1,2.52,0.023431,2.52,0.09,0.07,-0.08,0.0,0.17,0.01
train_1,2.56,0.023431,2.56,0.09,0.07,-0.08,0.0,0.17,0.01
train_1,2.6,0.023431,2.6,0.09,0.07,-0.08,0.0,0.17,0.01
train_1,2.64,0.021764,2.64,0.09,0.07,-0.08,0.0,0.16,0.01
train_1,2.68,0.020097999999999998,2.68,0.09,0.07,-0.08,0.0,0.15,0.01
train_1,2.72,0.016763999999999998,2.72,0.09,0.07,-0.09,0.0,0.14,0.01
train_1,2.76,0.015097999999999999,2.76,0.09,0.07,-0.09,0.0,0.13,0.01
train_1,2.8,0.013431,2.8,0.09,0.07,-0.09,0.0,0.12,0.01
train_1,2.84,0.011764,2.84,0.09,0.07,-0.09,0.0,0.11,0.01
train_1,2.88,0.011764,2.88,0.09,0.07,-0.09,0.0,0.11,0.01
